,TextId,Text
2639,0, i got the wrong damn monster. Ugghhh now i gotta go back to the shopette! at like.....4 in the morning. not pleased.
2640,1, i gotta take a whiz. lol
2641,0, i gotta work today
2642,0," I guess I see it differently. Jason told then he was removing the questions and Andrew responds to that, in the link you sent."
2643,0, I had 6 followers and I joined 2 days ago they un followed me! :1
2644,0, I had a feeling of impending doom &amp; then hear about this. NO GOOD. NO GOOD.
2645,1, i had a wonderful day with O.  Haight and Thai food.
2646,0, I had too many gummy octopus... The gummy hurt my tummy
2647,0, i has to do the dishes 
2648,1, i has veggies tooo! lots of corm and peppers though and like 2 carrots
2649,0, i hate being in love. out of love. in love. hates it
2650,0, I hate germantown it keeps me from friends! Lols
2651,0," I hate it here. I hate everything. I don't understand why we only fight when my dads here. Anywho, I might leave sunday night."
2652,0, i hate it when they wake me up with a wrong number and my step dad vacumming EVERY saturday morning.
2653,0, I hate muscle spasms. Fuck you spasms!!!!! http://twitpic.com/6e4a7
2654,0, I hate my job! I want to fly a plane soon! :  I hate my job! I want to fly a plane soon!  http://tinyurl.com/mm9wod
2655,0, I hate packing!
2656,0, i hate rain and people.
2657,0, i hate songs that will NEVER be my life.
2658,0, I hate the Rain! It puts a dampner on my sunday! I hope its gonna be sunny 2morrow! We need the good weather!
2659,0, I hate the scale.
2660,0, i hate this family. Save me!
2661,0, I hate watchin' this episode! Boulton the stations tough guy left frightened and angry - and in need of a HIV test after raid gone wrong!
2662,0, I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.
2663,0, i hate when my boyfriend has a bad day!
2664,0, i hate work. havent done much today. im trying! i have artists block. cant draw 
2665,0, i hate work. I'm so sorry Aly.
2666,1, I have already completed work on &quot;mechanisms&quot; that boredom ... Now I have to study the map of Africa! tomorrow..BASEBALL! its SO cool
2667,0," I have an appt, but u all should go hear about palimpsests &amp; other interesting things tomorrow @machineproject http://tinyurl.com/m6qxqa"
2668,0, I have no hair left trying to book train to Sheffield for Sun .. anyone ? I'm helping a pal fufill a dream to see Beyonce ... STRESS !
2669,0, i have one thing perfect going for me that i want. I have one bad thing not going for me at all that i want more than anything in the ...
2670,0, i have something to say thats going to keep you from smiling
2671,0, I have that sad and disappointed feeling in my gut...
2672,0, last day of weekend.
2673,0, Last day of year 11 today. Boswells 04-09 (L)
2674,1, LAST Day To Enter http://tinyurl.com/r3qhor
2675,0, last episode of buffy always makes me cryy
2676,0, last time seeing my kids. 2 of the greatest kids in the world.
2677,1, last tweet for the night!  VOTE for @GoodeMovement here: http://tinyurl.com/lv6969 and with that same determination... #squarespace!
2678,1, last tweet for the night! VOTE for @GoodeMovement here: http://tinyurl.com/lv6969 and with that same determination... #squarespace !!
2679,1, Laughter is one of the best things that God has given us
2680,0,- laying in bed b/c I have nothing to do! 
2681,0, leaving florida want to live there forever! Texan*Girl
2682,1,"- leaving for Seattle in ~14 hours!! Just one more day of work to survive, then we're off  to celebrate 3 years of wedded bliss "
2683,0, leaving this hotel room sucks. They upgraded up to a two bedroom suite. Oh well.
2684,0, leaving tomorrow. miss home. mum's incessantly whining to go shopping. i wanna stay home.
2685,0,=- Legs feel worse than they did yesterday
2686,0, less and less people have been partying lately.
2687,0, lets get like icecream after to make u feel better!
2688,1, life is a mystery.!!! LOL freakin marriah.!!! LOL *blast off.!!* LOL
2689,1, life never ceases to amuse me. Wouldnt want it any other way!
2690,0, life sucks. but it would suck a lot more if i didn't have the beautiful check yes gingerette to keep me company.
2691,1," lifes complete. all time low were a-fucking-mazing, disapointed that the venue didn't let them sign though"
2692,0," listenin to trey songs, kanye west song say u will remix. Its only one her, I only want her."
2693,1, listening to @ddlovato music. ;) you're a trainwreck but i wouldn't love you if you changed..
2694,1,=- Listening to Metro Station Shake it remix...quite Good
2695,0, LittleBoxOfEvil We are just like that 
2696,1, LOL. @elieehinojas...have you seen my new presentation...
2697,0, lol@teedramoses
2698,0, Lola hurt her leg... Of course this happens the day before we leave...
2699,1, lolz  iT.SR|TCE|TBE|
2700,0, LONELY. lol. i'm so boredddddd
2701,0, long ride home and i am bored
2702,0, long week ahead!!! Another weekend off!!!
2703,1,"=- long week ahead, but the Good thing is we have the weekend to look forward to."
2704,0, lookin up strippin classes
2705,0," looks like I have to take the bus home tonight. I really need a new car, BADLY..."
2706,0, Looks like Villarreal might not be making it to the Champions League next season.
2707,0, Losee Magic
2708,0, lost a follower -1. :/
2709,0, lost a follower! lol
2710,0, lost my spot in front of the heater
2711,0," lots of pics of clebs in teeny bikinis at the mo,well I feel like shamu today, salad for lunch and fruit, at least my baps are my own lol"
2712,1, love it
2713,0, lunch break=wasted. 23mins left to keep refreshing.
2714,0, M is bummed. i wish there was something i could do
2715,0, maaaann...well @ least u dnt hav 2 worry about this silly place nemore @shansopink ...ooo gurl they drive me insane n here...i hate rules
2716,0, I hate Mondays.
2717,0, I hate my job! I want to fly a plane soon! 
2718,0, I hate the &quot;out-of-nowhere&quot; stuff...
2719,0, i hate this
2720,0, i hate this .. Goodnight. LOL http://tinyurl.com/olyvhe
2721,0, I hate this job
2722,0, i hate thunderstorms...   I don't like the sound of thunder...
2723,0, i hate today (((
2724,0,- I hate waking up when you're in the middle of the best dream ever 
2725,0, i hate work
2726,0, i hate you think you or talk you? i don`t like that !! now aunts b.day
2727,0, i have a cold!
2728,0, I have a headache.
2729,1," i have a new pictureee...i don't have face buuut...it's beatiful! aah the photograph is Sara, she've a great future how photograph haha"
2730,0," I have a sick @posty today. He has a headache, cough, sore throat.  He is curled up on the couch."
2731,0, i have a stomach ache.. and i think its from the ahi tuna i had at PF changs tonight.. something was just not right about it.
2732,1, i have an idea im going to get a gun go to taylor l's house and kill him!! IM A VERY BAD GIRL x]
2733,0, I have heartburn...cheap pizza sauce
2734,0, I have never seen the Abbey Road thingy
2735,0, i have no deo left what am i going to doo i stink!
2736,0," I have rehearsals 10-4 today, and thenagain tomoro, and the next day, and the next, and then one more and I am finished with that school!"
2737,0, i have the flu i feel horrible... @roly50100150 please come home i feel bad
2738,0, I have to go back to work now!  not long till finishing time...
2739,0, i have to start studying for finals
2740,0, I haven't start packing for a 7:00am flight! FML
2741,0, i hope this gets better..
2742,0, I hope you're okay &lt;3
2743,0," I jinxed my good mood, I say I'm happy and all that cause Nicks the father to sharons baby and now Farrah dies... didn't know her but its"
2744,0, i juss wish hed talk...
2745,0, I just bought the 50 pack and so far only 4 out of 10 have worked out. These DVDs http://www.amazon.com/dp/B0007TJ58M
2746,0, I just color-edited 60 photos in Lightroom and used my external display and the color profile was wrong. Everything turned out bad. #FAIL
2747,1," I just don't know how to begin this twitter thing. Anyway, I'm taking up my back subject this summer. Hope I'll cope up."
2748,0, i just found my pet bird pidge. I was worried about her cos she likes to leave her cage and walk around cos she cant fly.. she died 
2749,0, i just got a call form work saying more hours got cut
2750,0, i just got in the mood for a sad song... Boooo! two thumbs down
2751,1, i just got song a lullaby by none other than thee infamous matthew. xD i still can't sleep but thanks for the effort.
2752,0, i just had a bad dream and now i'm afraid to go back to sleep. 
2753,0, I just had to restore my iphone to its original settings...wtf apple...this sucks. I better not lose everything....
2754,0, i just hit my head gettiing into the car
2755,0, i just missed out on the hat pricing minigame....i hope i catch it next time! 
2756,0, I just ran out of my favorite cologne...Who wants to buy me some more??
2757,0, i just realized i miss 11:11 dangggg
2758,0, i have to be at school for 8 in the morning.
2759,0, i have to go to my sisters now to look after vada so im not going to be able to talk properly to anyone for a while 
2760,0,- I have to miss out on the Nashville night  at least there's a Grease double feature on tonight...haha
2761,0, i have to wake up early 2morrow..Boo!!...first stop starbucks
2762,1, i have twitter on my phone now
2763,0, i havee to get up at 6 tomorrow blehh.
2764,0, I heard thunder... &amp; I think someone's upset at me because I'm a str8 up blunt person... I need some advice on how not to be so blunt ha!
2765,0, i hope everyone is ok!
2766,0, i hope you're ok @EnchanteDMurDeR
2767,0, I hurt my wrist some how this morning and it really hurts 
2768,0, i hurt so much :*( i wish i never went outside yesterday
2769,1, i joined twitter 24 January 2009. daayyuuummm. i thought it would have been in like april. lololol. hi mom.
2770,0, I just dont understand...
2771,1," I just found ACTUALLY AFFORDABLE Star Trek TOS action figures online! Kirk, Spock AND MCCOY for less than thirty bucks! Happy Trekkie."
2772,0, i just found out 2 of my gold fish died....  i named them Gerard and Mikey ....ok tomorrow i am getting new fish
2773,0, I just found out that california is a bust this year. Oh well next year it is
2774,0, I just got crop dusted.
2775,0, i just got shouted at...
2776,0, I just heard skins music and wants skins back on 
2777,0, I just need an opportunity.
2778,0, i just realized i missed 11:11 dangggg
2779,1," I just ruined 4th Twilight book for my mom, YES, MY MOM! If I do nothing else today, I will feel fulfilled!"
2780,0, I just wanna feel better. Now I'm freezing!
2781,0," i just want to crawl in bed with some cough drops, tissue box, and put on a movie. (("
2782,0, I just want to sleep for once
2783,1,=- I keep forgetting it is He apprentice final tonight. then I remember and get very excited
2784,0, I keep posting songs here and no one ever listens (I can tell ;) ) - jeez it's tough being an unsuccessful songwriter!
2785,0, I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it's dead. http://tinyurl.com/mlh4f5
2786,0, i knew this would happen !! i'd start feeling really ill and wouldn't be able to sleep. it's exactly the same as what happened friday &gt;:|
2787,0," I know @twitter's not going to bother coding much for IE6, but having to pull up indiv tweets every time I reply is getting old. Fast."
2788,1, i know right? Lol
2789,1, I like feeling this way
2790,1, i like to be freelance
2791,1, i like you more
2792,0, I looked like I've a needle poked through my nosey.
2793,0, i lost two followers
2794,1, i love being a fake rebel.Mmm... Kinda hungry.anyone want to do something? 
2795,1, i love David Archuleta xD. i reaaallly want to see him in concert.
2796,0, I love him so much but our views are so different.
2797,1," I love how you're playing with different styles, pattern and details! http://lookbook.nu/look/159472"
2798,1, I LOVE LOVE LOVE MY BFF JAZZMIN MARIE EVANS! THE CONVO WE JUS HAD! WHEW WE SHLD HV A TLK SHOW LMAO
2799,1,"- mac &amp; cheese and a movie, what an awesome combo! "
2800,0," Makes me a little weepy, this one. Ã¢â¢Â« http://blip.fm/~8je1h"
2801,1, makes my heart smile real big. Ã¢â¢Â« http://blip.fm/~7qnjr
2802,1, making dinner today and then going to work. Hopefully tonight will be as good as yesterday 
2803,0, Mammoth cave here I come 
2804,1, Man looking at my cousins only remind me how old I've gotten lol
2805,0," Man, I hate cleaning T^T"
2806,1, Managing IT people is like herding cats
2807,0, may just said i'm the more boring person ever.
2808,0, mayfield psychiatric hospital.
2809,0,- me and my mom's cars were broken into.  I feel violated.
2810,0, me has finished my hot chocolate now but my lappy is burnung my leg and am too warm. Xxx
2811,0, Me is bored. Someone IM me or somethin! AAHH.
2812,0, me Perdi EL conCierto de the kooks  I fEll so baD
2813,1,--- Meagan Good Fansite ; FOLLOW US! 
2814,1, meebo is awesome 
2815,0," meeting fell through until next week, im thinking yoga and soup will cheer me up !"
2816,0, mega downpour... its go 45 mins to stop.... or no coaster for me.
2817,1,"- Meh.... eating grapes and watching 7 Pounds. Had fun today playin' mini golf with Richie, Reva, and Thomas. "
2818,1, Merisha got a scholarship!!!!
2819,0, MIA my sinful hat.
2820,1, Michael Sheen ---&gt;http://bit.ly/7DCrg  ( beautiful man^^)
2821,0, miley didn't win best actress or whatever
2822,0, mish is trying to get me into manga D
2823,0,- miss him so much . wish i had more time to spend wit him 
2824,1, miss you
2825,0, Miss You Nath. xx
2826,0, missing all time low...
2827,0, missing the Evelyn....she is out having a good time....good for her! good night good folks....
2828,0, mm alright
2829,1,- Mmph. Gonna read for like half an hour.. prob 4 or so actually - xD - and go to bed. Night 
2830,0, modern history homework... siiigh
2831,0, mon morn and i hav the biggest headache everrrrrr!  Roll on 3wks already!! x
2832,0,=- Monday night is usually Cougar night at High Noon Saloon. Where the heck are all the Cougars?
2833,1, More Star Wars humor: http://bit.ly/4fuAN
2834,1, Morning. Media Exam. x
2835,0, MOT didnt go v.well
2836,1, moving crap into the house now..well..i would be if ALL the traffic lights werent out...scary driving.
2837,0, must try to raise some funds to get better computer present one like me worn out. also need a publisher/literary agent?
2838,0,=- my aching body
2839,1, my adopt-a-puppy http://yfrog.com/9wddej
2840,1," My advice is not to inquire why or whither, but just enjoy your ice cream while it's on your plate. ~ Thornton Wilder"
2841,0, my arm burns
2842,0, my back is killing me! my damn chest needs to be reduced asap! ugh! 
2843,0, my back really hurts
2844,0, My boyfriend is gay.
2845,0,"- my boys are rowdy now that 'dad' is home! we've been having lots of fun &amp; making lots of noise!!  but, now, jammie time is upon us... "
2846,0, my bro isnt here yet!!!! what to do????
2847,0, my brother left me for the day now I am here by myself
2848,0, my coffee went cold
2849,0, I just realized that #wordcamp Dallas is happening the exact same weekend that apollocon.org is. Drat!
2850,0, i just received my G8 viola exam.. and its... well... .. disappointing.. :\..
2851,0, i just recieved a text from the bf saying &quot;Whats ups babys&quot; haha JERK! quit making fun of me.
2852,0, i just saw a bunny outside and i thought it was my cat. I hate this.
2853,0," I just saw a huge spider crawling on my wall, then it went behind my bed!!"
2854,0, I just saw a squished kitty outside my gate....I feel sad...
2855,1, I just saw the hottest thing ever
2856,0, i just wanna cry... I have so much work 2 do 
2857,0, I just wanna sleep!! My eyes hurt.. My nose keep cloggin up.. I'm getting a headache n 1 of my nostrils &amp; my throat is dry.. :***-(
2858,1, I just watched my son be promoted to a red belt @ Karate class. Cute and exciting!
2859,0," i just went to take a sip of my tea, and lifted the wrong cup. mmmm cold tea!"
2860,0, I kinda miss my dad... This is lame with no one to feed me lil pieces of cheese. LonelyCheeseBunny.com
2861,0, i kinda wanna go back out. womp womp
2862,0, i knew it you hated me all along &lt;/3
2863,1," i know i'm a syllable whore, sorry but i did it on purpose....."
2864,0, i know longer feel the same for you &lt;/3
2865,0, i laid down for a little bit and fell asleep. So much for the movies......
2866,0, I left my phone @lser101loser house
2867,0, i left my yearbook at home!
2868,1," i like how you can change the colour of stuffs on bebo  &amp; how you can do the underline, italics &amp; bold thingys  haha"
2869,1, I like it when things work like they should. I was expecting this upgrade to break something bigtime.
2870,0, i like katie wirth without brendon tooo
2871,0, I like to eat out a lil too much....I guess I just like being served after a crazy day @ work..I need a frequent diner card..lol eeeek!
2872,1, I like you so much better when you're naked.
2873,1,- i loove the songs of david archuleta .. 
2874,1," I love getting off work , and smelling the scent after it rains! the best &lt;333"
2875,0, I love it tho lol ? http://blip.fm/~78nrn
2876,1," i love my fly with me friends, @guyjbfanforlife and @taylavision_"
2877,1, i love singing along with my baby  ....our favorite song is the best !!! ... and sex was delicious &lt;3 hahaha
2878,1," I love you, daddy."
2879,1, i love you. *you know who you are*
2880,1, i love you. Jef ivey is a bastard. Save me!
2881,0, I maybe in for tonight on my last real weekend home  mad I can't turn off this location shit on ubber twitter
2882,1, I meant I 've been thinking what is there to say to such a great nation... only that they remain united as they were before 1947.
2883,1, i might get in trouble for this. but Abby doesn't count....
2884,0," I miss @nevamk, too. Let's play."
2885,0, i miss @pppamp
2886,0, I miss all my babies back home. Someone cuddle me via esp!
2887,0, I MISS BRO CECI  RIP BAD THINGS KEEP HAPPENING TO ME 
2888,0,=- I miss mikey
2889,0, i miss my edward.
2890,0, I miss my iPhone
2891,0, I miss my iPhone  I wish it was friday so much!!
2892,0, My cornflowers have all drooped! I hope they survive!
2893,1,=- my Cuzdem Juss Joined
2894,0, my ear buds for my ipod broke!! the left one doesnt work and the end of the wire thingy is comming out
2895,0, my ear just started bleeding
2896,0," my earring is infected and hurts so, so bad."
2897,0, My entire family forgot my birthday this year!
2898,0, My family is traveling to Machala city... I'm alone at home 
2899,0, My foot's asleep! It won't wake up! Rawr.
2900,1, My girlies are going to be here in approx. 3 - 3 1/2 hours.  Road Trip!!!!
2901,0, my grandmother decided to pick me up with my mom. My car reeks.
2902,0, my head hurts...!
2903,0, My head really hurts!!!!!
2904,0,=- my heart hurts.
2905,0, my heart is breaking for my little monkey!
2906,1, my hoodie came today! thank you @ChristopherDXS
2907,0, my house needs to be cleaned and I don't even know where to begin!!
2908,0, my jb cd didnt come today. :'(
2909,0, my last post didn't work iphone would make me feel better about my exam #squarespace
2910,0, my left side senses are not working water in my ears ! (
2911,0, My little baby deer following me around in Dalaran says &quot;Unknown's Pet&quot; ... and then WoW crashed. I guess I should get up anyway...
2912,0, My little man is looking less like a baby and more like a toddler every day  *tear*
2913,1, MY MAN IS HOME 
2914,0,"- my mario and yoshi tshirt is all dog hair covered, and i don't have a dog anymore... "
2915,0, my mate now has sims 3 talk about trying to kill me 
2916,0," my mom just offered me a klondike bar, and i'm not hungry, but i took it because it was a sign of friendship....not war...i'm sad now "
2917,1, My mom likes Milow's version of Ayo Technology... It's a good thing she doesn't have a clue what it's about.
2918,0," My moodswings, nobody's online, meh."
2919,0, my mother left today. She is going back to Oklahoma. Never lived in another state without my mom. Its weird. I'm gonna miss her.
2920,0, my mum called me crazy. OMG BRADIE WEBBBBBBBBBBBBBBBBBBBBBB
2921,0," my mum doesn't learn her lesson, 4th time now shes got this basal cell cancer on her skin :'("
2922,0, my mumS DRUNK  already
2923,1, My new wallpaper is LxLight based! From Deathnote if you didn't know.... &gt;.&lt;&quot;
2924,0, My Palm wouldn't connect to the laptop. ERRRRRRRR
2925,0, My perfect work of art on my hand has smudged!  Poooeypoopoo..
2926,0, my phone isn't working so I haven't been able to update my twitter all day   
2927,0," My pic isn't right in Tweetdeck after all that trouble of getting that pic up, and few people will ever see it as it is meant to be seen"
2928,1, my prom dress. please excuse the horrible lighting ! http://twitgoo.com/daus
2929,0," my ribs hurt,had a gansta fight last night with kade,forgot about my ribs and we chest slamed hard!!!!"
2930,0," My Scrivner update erased my old project files... and of course, I hadn't backed them up in awhile. Farewell writing! :/"
2931,0, my shoot for popstar is cancelled  SHOOT! now what!?!?! ohh ik i get to see @mitchelmusso tonight at his concert tonight at 7! wooo(:
2932,0, my shoulder hurts...
2933,1, I love morning calls from my baby! Amazing way to start off my day&lt;3
2934,1, i love my parents. they already bought me movie studio. and they are still getting me a camera. and they got me the t.swift tickets.
2935,1, I LoVe SoUtH aMeRiCa (=
2936,1, i love talking to people that i love
2937,0," i love u bro. thanks for all the memories:saran wrap,burger king,chicharon,&quot;focker&quot;,rides home,our convo at milk,&quot;awww little!!&quot;,etc :/"
2938,1, I love weddings! http://twitpic.com/6si1o
2939,0, I love you
2940,0, I love you so much
2941,1, i love you!
2942,1," i loved today, ohhh i missed the old group&lt;3 glad we're back!"
2943,0, I 'm really disappointed my brother isn't coming 2day..2morrow he will come.......I hate myself when I misunderstand things
2944,1, i made practically every biblical question in RE up
2945,0, i might not walk and go to the dance. if you dont have all your books turn in you cant :'(
2946,0, I might quit
2947,0, i miss borris skippy from batemans bay. but i do love my sarah/charlie. sock slap/
2948,0, i miss having that SOS lol oh well....someone else'll come along loll
2949,0," i miss having tweets on my cell, i'm so out of the loop! fyi pythons are vertebrates also the guy on xkcd has some opinions on it"
2950,0, I miss him already. I won't sleep tonight I know it
2951,0, i miss him so much.
2952,0, I miss JackB...my phone. JackBeef not Jack Bararkat. If I met him and he leaves..i would miss him but never met him probably never will.
2953,0," I miss mi Hermana, Nelly. &lt;3 you sis!"
2954,1, i miss my friend!
2955,0, I miss my Megan already and I may or may not have already cried.
2956,0, I miss my shawnie &amp; my baby.
2957,0, i miss my sister i hope this week goes by fast!
2958,1, i miss NM! awww. good times!
2959,0, I miss u mum  So much. I wish u were here because u r the one I would be talking about Andrew right now   
2960,0, i miss you to virnisha!
2961,0, i miss you!
2962,0, I missed my 100th update and didn't put anything special.. ready for bed? what kind sh-- is that!? maybe the 200th'll b better. ;p
2963,0," i missed the listening party ,anyone record a video? skool! math final!ugh"
2964,0, i misss youuu.
2965,0, i need a good moan and hug
2966,0, I need a trophy shelf. We have too many for the top of the dvd shelf.
2967,0, I need another week of spring break you have no idea how much I dread going to school tomorrow
2968,0, I need desprate help! Tireddd and now gotta do blooming ICT!!
2969,0, I need me a pick-me-uppp. Just wasted almost 4 hours on a dumb page that didn't even end up working at all. ugh. Story of my life lately.
2970,0, i need some different medicine and some food plz. thnx.
2971,0, I need some more time from work!
2972,0, i need to cheer up! Argh. i hate it when i'm like this.
2973,0, I need to stop settling for less as of  right now. Seriously. Stay the fuck away from them. Spend all your money on shit that you want.
2974,0, i need waffles!!!!!!
2975,1,- I never thought the word &quot;randomly&quot; could be so funny until my husband just said it! Cracking up haha ... Goodnight all  Be blessed...
2976,0, I miss my laptop
2977,0, I miss my phone.
2978,0, I miss my sisters alot and want them to come home soon. I don't like being alone
2979,0," i miss the seniors already. last day of school, graduation and Grizzly Bear tomorrow. it was the best of times, it was the worst of times"
2980,0, i miss the suspense of waiting for the harry potter books to come out. best books ever! too bad the movies SUCK. i'll still see 6 though!
2981,0, i miss trixiee and monica ((
2982,0, I miss you
2983,0, I miss you alot. Please be safe. I dont care who you are in the morning. Just be safe&lt;3 sorry had to get that out.
2984,0, i missed the game
2985,0," I missed the second annual zombie walk in chicago, this past saturday. Damn it Damn it Damn it. I was so wanting to do that this year"
2986,0, i missed two friends weddings this weekend and i'm super sad. and i miss my best friends. and.. i could keep complaining but i won't.
2987,0, i misssss you
2988,0," I need a firewire drive, usb is too damn slow for restoring or backing up"
2989,0, i need a guy!!!!!
2990,0, I need my handy dandy shooting hat.. I think that it should play a bigger role in my life.. The hat
2991,0, i need my study buddy! this isn't working out!
2992,0, i need some friends
2993,0, i need to find another series of books to read! ahhhh Kellan Lutz is so damn hot...I'm thinking of having a KELLAN MARATHON of movies!
2994,0, I need to get rid of my bad habits.
2995,0, I need to study harder...
2996,1, i needd coke reallyy bad :p video ideass!!??
2997,0, I overbaked the cheesecake brownies.
2998,1, i presented my script to the production in class and they liked &gt;.&lt; it's gonna be an interesting shooting ^^
2999,0, I quite like baseball and bball oh and the odd gridiron match that a tiny tiny part of the worlds population calls football
3000,0, i really don't want to go to school
3001,0, I really liked Max.  He was one of my favorites #SYTYCD
3002,0, I really miss you. you don't understand how much you really mean to me.
3003,0, i really want to go to the katy perry concertt.
3004,0, I really wanted her to win lol. I kinda guessed Diversity were gonna to win anyway. 
3005,0, i really wanted to meet you and the wonder girls. good luck! is there any way i can try out to be part of your company? it's my dream!
3006,1," i rocked summerrs Dot Dot Curve  shirt, pinstriped skinnys, Chuck hightops, 3D glasses, 200 yen necklace"
3007,0, i run all out of people. oh well that was a pretty successful hunt haha ;D now i need a bunch of people to add me so i have more victims.
3008,1, I SAID IT! i like him teehheee
3009,0, i so dont have enough icon space on lj.
3010,0, i so dont know what im doing on here its all so new
3011,0," I spent my sunday arvo, with a bottom feeding vulture, stuck up lawyer chick, gawd there the lowest of scum"
3012,0, i start working 2morrow..there goes 6weeks of my summer
3013,0, i still cant get twitter on my phone it wont even take my number when i try to set it up  
3014,0, i still get teary eyed when i see p.s. i love you
3015,0, i think he's cheating on me...will post story on @061004     T_T
3016,0, my show today at Tavern on the Green 4 Make Music NY is canceled due to rain... growl!!
3017,0, my sis left twilight at her fiances! boo! k thunderstorm waterfall it is. goodnight
3018,0, MY SON'S NOW IN COLOMBIA UNTIL AUGUST. I WONT SEE HIM TIL THEN. I MISS MY CHU CHU! BUT IM NOT GOING TO IRAQ!! YESSSSS!!!
3019,0, my thumb skin hurts coz its not there
3020,0, My thumbs hurt from cutting pappper.
3021,0, My tummy hurts. 
3022,0, my tummy hurtsssss.
3023,0, my tummy really hurts now oh noes
3024,0," My turtle food! Its starving. ;( Im sorry, turtles. ;( I promise i buy tmr. ;("
3025,0, my tv died ~Tim~
3026,1, My video is almost uploaded!
3027,0, my video's being weird #ChuckMeMondays #chuck!!
3028,0, My wrists&amp;arms hurt.
3029,0, Need for speed High stakes doesn't work with compatibility mode on. DAAMN YOU EA FOR MAKING A GOOD GAME THATS TO GOOD TO BE TRUUUEE
3030,0," net  won't work, might aswell go to sleep."
3031,0, never again 
3032,0, Never waking up late again missed an awesome dress T3T
3033,0,"- new haircut, it's shorter "
3034,0, new moon trailer not as awesome as I hoped...
3035,0, new sandals were damaged in great fall yesterday...
3036,1, nice song..http://bit.ly/iCMV2
3037,0, NICK BRAUN'S TWITTER IS BEING BLOCKED!!!!!! I LOVE HIM!!!!!!!!!!!!!!!!!! THIS SUCKS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
3038,0, no &quot;the postal service&quot; on twitter.....
3039,0, no 1 follow me
3040,0, No Baseball Today (:  I Hate the Rain!!  It is May right?
3041,0, no B-ball 2day Gyms getting fixed
3042,0, no body will talk 2 me.     *cries*
3043,0, no bonfire but maybe Venice Beach with Steph or comedy club with Sean
3044,0, no chance...
3045,0, no dishwasher
3046,0, no job at target or party city. plan c. does anyone know how to make money without having to apply somewhere?
3047,0," no MMS on 2G iPhone!  Why does Apple say its a hardware limit when jailbroken iphones can, even my T68i from 2002 did it"
3048,0, no more arrested development. i am sad.
3049,0, no naptime... being dragged to dinner. sigh! sleep sounds so good...
3050,0, no new anime releases tonight that I watch.
3051,0, no new svu for 3 months or so. *sniffs* I'm going to be so bored.
3052,0, No one is updatinggggggg /cry
3053,0," no one responded to my meetup for breakfast this morning at Carls Jr on 2nd, oh well, I'll still go myself, only closer to 7:30."
3054,0, no one stays up as late as I do...
3055,0, No one to have dinner with...
3056,0, no ones talkin to me  my baby boyfriend is asleep D;D; im sad
3057,0," no Otalia today, but yeahhhhhhhhhh tomorrow"
3058,0," no phone call, no text, nothing....12:30"
3059,0, no room for standby flight. Now I gotta be here for 4 more hours.
3060,0," no swimming today, it's raining. Guess I'll get some reading done today, going to barnes and nobel for new books."
3061,0, no they are not.. stupid changes! Why they did last year and not this year?
3062,0, no transformers today! my ride stood me up can u believe this crap
3063,0," no work or school, because my ears are leaking"
3064,0,=-- I think I broke the heater
3065,1, i think i finally figured out how to twitter on my phone!
3066,0, I think I have a cavity...
3067,0, I think I pulled a nerve in my back putting together a shelf for bd. Would that be neuralgia?
3068,0, i think i'm going to be sick
3069,1, I think it would be fun
3070,0, i think i've killed my laptop
3071,0, I think people get out of bed in the mornings wondering how they can piss me off.
3072,1, I thought it would be like.. 2pm by now.
3073,0, i thought we might see real @GregGutfeld tattoos. #redeye
3074,0, i told my dad I love him this morning and he just said bye.
3075,0," I took the blame for everything that happened the other night. part bc I don't want any1 in trouble, part bc idk the other peoples names!"
3076,0, I wake up to something I did not want to read.
3077,0, I wanna be at Encounter  blah.
3078,0, i wanna go 2 sleep but i cant tear myself away from #bb10
3079,0, I wanna go home
3080,0, I wanna go to the apple store and get a free ipod from ryan leslie!
3081,0, I Wanna Play Dodgeball 
3082,0, i wanna play scattergories at jean grae's. left outttt.
3083,1," i wanna write some reviews of films &amp; music releases, so i go &amp; leave this place. Not for a long time of course.:]"
3084,0, i want  my  mcfly  album  back 
3085,0, i want a fob tee!
3086,0, i want a happy day
3087,0, I want a hug now ..
3088,0, I want a regular day
3089,0, I want all my friends back.
3090,0, I want it BACK NOW!: http://bit.ly/PP1WZ
3091,0," I want kisses, too."
3092,0, I want LinesVines and trying times now 
3093,0, i want some change! Hos!
3094,1,- I want The Sims 3 soooo bad!!! 
3095,0, I want to go on facebook. I can feel the notifications piling up. I don't like it. Shit.
3096,0, I want to puke... . They have stolen my blood :Ã¯Â¿Â½-(
3097,0," I wanted the shiny shiny FA Cup. Berba can go away now, yesyes."
3098,0, I wanted to go cinema......
3099,0, i wanted to win but its allll good lol
3100,0, I was more interested in good python port for .net rather than java re: http://ff.im/396jG
3101,0, I was suppose to be mentality prepared for this but can't help it get to me
3102,0, I went to the store. I woke up early and everything. THEY DIDN'T HAVE IT YET! OMG! I am so beyond pissed right now..
3103,0, i wish @ruebluestar192 was online right now so I could talk to him before I have to leave.. *hint hint*
3104,0, I wish he would talk to me and have a real conversation.
3105,0," I wish I could do somthing amazing. no tallent that i know of. apart from Lame jokes, &amp; my dolphine noise. I'll let u know when i find it"
